PersonID,CommentID
cs1190363,C0004925
cs1190364,C0004926
cs1190365,C0004927
cs1190366,C0004928
cs1190367,C0004929
cs1190368,C0004930
cs1190369,C0004931
cs1190370,C0004932
cs1190371,C0004933
cs1190372,C0004934
cs1190373,C0004935
cs1190374,C0004936
cs1190375,C0004937
cs1190376,C0004938
cs1190377,C0004939
cs1190378,C0004940
cs1190379,C0004941
cs1190380,C0004942
cs1190381,C0004943
cs1190382,C0004944
cs1190383,C0004945
cs1190384,C0004946
cs1190385,C0004947
cs1190386,C0004948
cs1190387,C0004949
cs1190388,C0004950
cs1190389,C0004951
cs1190390,C0004952
cs1190392,C0004953
cs1190393,C0004954
cs1190394,C0004955
cs1190395,C0004956
cs1190396,C0004957
cs1190397,C0004958
cs1190398,C0004959
cs1190399,C0004960
cs1190400,C0004961
cs1190401,C0004962
cs1190402,C0004963
cs1190403,C0004964
cs1190404,C0004965
cs1190405,C0004966
cs1190406,C0004967
cs1190407,C0004968
cs1190408,C0004969
cs1190409,C0004970
cs1190410,C0004971
cs1190411,C0004972
cs1190412,C0004973
cs1190413,C0004974
cs1190424,C0004975
cs1190431,C0004976
cs1190432,C0004977
cs1190444,C0004978
cs1190452,C0004979
cs1190458,C0004980
cs1190465,C0004981
cs1190490,C0004982
cs1190496,C0004983
cs1190671,C0004984
cs1190673,C0004985
cs1190699,C0004986
cs1190722,C0004987
cs1191016,C0004988
cs1199001,C0004989
ph1221846,C0004990
ph1221847,C0004991
ph1221848,C0004992
ph1221849,C0004993
ph1221850,C0004994
ph1221851,C0004995
ph1221852,C0004996
ph1221853,C0004997
ph1221854,C0004998
ph1221855,C0004999
ph1221856,C0005000
ph1221857,C0005001
ph1221858,C0005002
ph1221859,C0005003
ph1221860,C0005004
ph1221861,C0005005
ph1221862,C0005006
ph1221863,C0005007
ph1221864,C0005008
ph1221865,C0005009
ph1221866,C0005010
ph1221867,C0005011
ph1221868,C0005012
ph1221869,C0005013
ph1221870,C0005014
ph1221871,C0005015
ph1221872,C0005016
ph1221873,C0005017
ph1221874,C0005018
ph1221875,C0005019
ph1221876,C0005020
ph1221877,C0005021
ph1221878,C0005022
ph1221879,C0005023
ph1221880,C0005024
ph1222216,C0005025
ph1222217,C0005026
tt1221351,C0005027
tt1221352,C0005028
tt1221353,C0005029
tt1221354,C0005030
tt1221355,C0005031
tt1221356,C0005032
tt1221357,C0005033
tt1221358,C0005034
tt1221359,C0005035
tt1221360,C0005036
tt1221361,C0005037
tt1221362,C0005038
tt1221363,C0005039
tt1221364,C0005040
tt1222127,C0005041
tt1222128,C0005042
tt1222129,C0005043
tt1222130,C0005044
tt1222131,C0005045
tt1222132,C0005046
tt1222133,C0005047
tt1222134,C0005048
tt1222135,C0005049
tt1222136,C0005050
tt1222137,C0005051
tt1222138,C0005052
tt1222139,C0005053
tt1222140,C0005054
tt1222141,C0005055
tt1222142,C0005056
tt1222143,C0005057
tt1222144,C0005058
tt1222145,C0005059
tt1222146,C0005060
tt1222147,C0005061
tt1222148,C0005062
tt1222149,C0005063
tt1222150,C0005064
tt1222151,C0005065
tt1222152,C0005066
tt1222153,C0005067
tt1222154,C0005068
tt1222155,C0005069
tt1222156,C0005070
tt1222157,C0005071
tt1222158,C0005072
tt1222159,C0005073
tt1222160,C0005074
tt1222161,C0005075
tt1222162,C0005076
tt1222163,C0005077
tt1222164,C0005078
tt1222165,C0005079
tt1222166,C0005080
tt1222167,C0005081
tt1222168,C0005082
tt1222169,C0005083
tt1222170,C0005084
tt1222171,C0005085
tt1222172,C0005086
tt1222173,C0005087
tt1222174,C0005088
tt1222175,C0005089
tt1222176,C0005090
tt1222177,C0005091
tt1222178,C0005092
tt1222179,C0005093
tt1222180,C0005094
tt1222181,C0005095
tt1222182,C0005096
tt1222183,C0005097
tt1222184,C0005098
tt1222185,C0005099
tt1222186,C0005100
tt1222187,C0005101
tt1222188,C0005102
tt1222189,C0005103
tt1222190,C0005104
tt1222191,C0005105
tt1222192,C0005106
tt1222193,C0005107
tt1222194,C0005108
tt1222195,C0005109
tt1222196,C0005110
tt1222197,C0005111
tt1222198,C0005112
tt1222199,C0005113
tt1222200,C0005114
tt1222201,C0005115
tt1222202,C0005116
tt1222203,C0005117
tt1222204,C0005118
tt1222205,C0005119
tt1222206,C0005120
tt1222207,C0005121
tt1222208,C0005122
tt1222211,C0005123
tt1222222,C0005124
tt1222223,C0005125
tt1222224,C0005126
tt1222225,C0005127
cs1190673,C0005128
cs1190699,C0005129
cs1190722,C0005130
cs1191016,C0005131
cs1199001,C0005132
ph1221846,C0005133
ph1221847,C0005134
ph1221848,C0005135
ph1221849,C0005136
ph1221850,C0005137
ph1221851,C0005138
ph1221852,C0005139
ph1221853,C0005140
ph1221854,C0005141
ph1221855,C0005142
ph1221856,C0005143
ph1221857,C0005144
ph1221858,C0005145
ph1221859,C0005146
tt1222211,C0005147
tt1222222,C0005148
tt1222223,C0005149
tt1222224,C0005150
tt1222225,C0005151
cs1190673,C0005152
cs1190699,C0005153
cs1190722,C0005154
cs1191016,C0005155
cs1199001,C0005156
ph1221846,C0005157
ph1221847,C0005158
ph1221848,C0005159
ph1221849,C0005160
am1210798,C0005161
am1210799,C0005162
am1210800,C0005163
am1210801,C0005164
am1210802,C0005165
am1210803,C0005166
am1210804,C0005167
am1210805,C0005168
am1210806,C0005169
am1210975,C0005170
am1210999,C0005171
am1211072,C0005172
am1211123,C0005173
am1211209,C0005174
bb1190001,C0005175
bb1190003,C0005176
bb1190004,C0005177
bb1190005,C0005178
bb1190008,C0005179
bb1190010,C0005180
bb1190011,C0005181
bb1190012,C0005182
bb1190013,C0005183
bb1190014,C0005184
bb1190015,C0005185
bb1190016,C0005186
bb1190017,C0005187
bb1190018,C0005188
bb1190019,C0005189
bb1190020,C0005190
bb1190021,C0005191
bb1190022,C0005192
bb1190024,C0005193
bb1190025,C0005194
bb1190026,C0005195
bb1190027,C0005196
bb1190028,C0005197
bb1190029,C0005198
bb1190030,C0005199
bb1190031,C0005200
bb1190032,C0005201
bb1190033,C0005202
bb1190034,C0005203
bb1190035,C0005204
bb1190036,C0005205
bb1190037,C0005206
bb1190039,C0005207
bb1190040,C0005208
bb1190041,C0005209
bb1190042,C0005210
bb1190043,C0005211
bb1190044,C0005212
bb1190045,C0005213
bb1190046,C0005214
bb1190047,C0005215
bb1190048,C0005216
bb1190049,C0005217
bb1190050,C0005218
bb1190052,C0005219
bb1190054,C0005220
bb1190055,C0005221
bb1190056,C0005222
bb1190058,C0005223
bb1190059,C0005224
bb1190060,C0005225
bb1190062,C0005226
bb1190063,C0005227
bb1190064,C0005228
bb1190065,C0005229
bb1190066,C0005230
bb1190067,C0005231
bb1191068,C0005232
bb1199015,C0005233
bb1199166,C0005234
bb1199168,C0005235
bb1199172,C0005236
bb1199173,C0005237
bb1199174,C0005238
bb1200001,C0005239
bb1200002,C0005240
bb1200003,C0005241
bb1200004,C0005242
bb1200005,C0005243
bb1200006,C0005244
bb1200007,C0005245
bb1200008,C0005246
bb1200009,C0005247
bb1200010,C0005248
bb1200011,C0005249
bb1200012,C0005250
bb1200013,C0005251
bb1200014,C0005252
bb1200016,C0005253
bb1200017,C0005254
bb1200018,C0005255
bb1200019,C0005256
bb1200020,C0005257
bb1200021,C0005258
bb1200022,C0005259
bb1200023,C0005260
bb1200024,C0005261
bb1200025,C0005262
bb1200026,C0005263
bb1200027,C0005264
bb1200028,C0005265
bb1200029,C0005266
bb1200030,C0005267
bb1200031,C0005268
bb1200032,C0005269
bb1200033,C0005270
bb1200034,C0005271
bb1200035,C0005272
bb1200036,C0005273
bb1200037,C0005274
bb1200038,C0005275
bb1200039,C0005276
bb1200040,C0005277
bb1200041,C0005278
bb1200042,C0005279
bb1200043,C0005280
bb1200044,C0005281
bb1200045,C0005282
bb1200046,C0005283
bb1200047,C0005284
bb1200048,C0005285
bb1200049,C0005286
bb1200050,C0005287
bb1200051,C0005288
bb1200052,C0005289
bb1200053,C0005290
bb1200054,C0005291
bb1200055,C0005292
bb1200056,C0005293
bb1200057,C0005294
bb1200058,C0005295
bb1200059,C0005296
bb1200060,C0005297
bb1200061,C0005298
bb1200062,C0005299
bb1200063,C0005300
bb1200064,C0005301
bb1200065,C0005302
bb1200066,C0005303
bb1200067,C0005304
bb1201187,C0005305
bb1210002,C0005306
bb1210003,C0005307
bb1210004,C0005308
bb1210005,C0005309
bb1210006,C0005310
bb1210007,C0005311
bb1210008,C0005312
bb1210009,C0005313
bb1210010,C0005314
bb1210011,C0005315
bb1210012,C0005316
bb1210013,C0005317
bb1210310,C0005318
bb1210311,C0005319
bb1210312,C0005320
bb1210314,C0005321
bb1210315,C0005322
bb1210316,C0005323
bb1210317,C0005324
bb1210318,C0005325
bb1210319,C0005326
bb1210320,C0005327
bb1210321,C0005328
bb1210322,C0005329
bb1210323,C0005330
bb1210324,C0005331
bb1210325,C0005332
bb1210326,C0005333
bb1210327,C0005334
bb1210328,C0005335
bb1210329,C0005336
bb1210332,C0005337
bb1210333,C0005338
bb1210334,C0005339
bb1210335,C0005340
bb1210336,C0005341
bb1210337,C0005342
bb1210338,C0005343
bb1210339,C0005344
bb1210340,C0005345
bb1210341,C0005346
bb1210342,C0005347
bb1210343,C0005348
bb1210344,C0005349
bb1210345,C0005350
bb1210346,C0005351
bb1210347,C0005352
bb1210348,C0005353
bb1210349,C0005354
bb1210350,C0005355
bb1210351,C0005356
bb1210352,C0005357
bb1210353,C0005358
bb1210354,C0005359
bb1210355,C0005360
bb1210356,C0005361
bb1210357,C0005362
bb1210358,C0005363
bb1210359,C0005364
bb1210360,C0005365
bb1210361,C0005366
bb1210362,C0005367
bb1210363,C0005368
bb1210364,C0005369
bb1210365,C0005370
bb1210366,C0005371
bb1210367,C0005372
bb1210368,C0005373
bb1210369,C0005374
bb1210370,C0005375
bb1211203,C0005376
bb1211205,C0005377
bb1211206,C0005378
bb1211210,C0005379
bb1211214,C0005380
ce1190204,C0005381
ce1190206,C0005382
ce1190207,C0005383
ce1190208,C0005384
ce1190209,C0005385
ce1190210,C0005386
ce1190212,C0005387
ce1190214,C0005388
ce1190215,C0005389
ce1190216,C0005390
ce1190217,C0005391
ce1190218,C0005392
ce1190219,C0005393
ce1190220,C0005394
ce1190221,C0005395
ce1190222,C0005396
ce1190223,C0005397
ce1190227,C0005398
ce1190228,C0005399
ce1190229,C0005400
ce1190230,C0005401
ce1190231,C0005402
ce1190232,C0005403
ce1190233,C0005404
ce1190234,C0005405
ce1190235,C0005406
ce1190236,C0005407
ce1190237,C0005408
ce1190238,C0005409
ce1190239,C0005410
ce1190240,C0005411
ce1190241,C0005412
ce1190242,C0005413
ce1190243,C0005414
ce1190245,C0005415
ce1190246,C0005416
ce1190247,C0005417
ce1190248,C0005418
ce1190250,C0005419
ce1190253,C0005420
ce1190254,C0005421
ce1190256,C0005422
ce1190258,C0005423
ce1190259,C0005424
ce1190260,C0005425
ce1190261,C0005426
ce1190263,C0005427
ce1190264,C0005428
ce1190265,C0005429
ce1190266,C0005430
ce1190268,C0005431
ce1190270,C0005432
ce1190271,C0005433
ce1190273,C0005434
ce1190274,C0005435
ce1190275,C0005436
ce1190276,C0005437
ce1190277,C0005438
ce1190278,C0005439
ce1190279,C0005440
ce1190280,C0005441
ce1190281,C0005442
ce1190282,C0005443
ce1190283,C0005444
ce1190284,C0005445
ce1190286,C0005446
ce1190287,C0005447
ce1190288,C0005448
ce1190290,C0005449
ce1190291,C0005450
ce1190292,C0005451
ce1190293,C0005452
ce1190294,C0005453
ce1190295,C0005454
ce1190297,C0005455
ce1190298,C0005456
ce1190299,C0005457
ce1190300,C0005458
ce1190301,C0005459
ce1190302,C0005460
ce1190303,C0005461
ce1190304,C0005462
ce1190305,C0005463
ce1190306,C0005464
ce1190307,C0005465
ce1190308,C0005466
ce1190309,C0005467
ce1190310,C0005468
ce1190311,C0005469
ce1190312,C0005470
ce1190313,C0005471
ce1190314,C0005472
ce1190315,C0005473
ce1190316,C0005474
ce1190317,C0005475
ce1190318,C0005476
ce1190319,C0005477
ce1190320,C0005478
ce1191073,C0005479
ce1191074,C0005480
ce1191075,C0005481
ce1191076,C0005482
ce1199012,C0005483
ce1199013,C0005484
ce1199014,C0005485
ce1199171,C0005486
ce1200207,C0005487
ce1200208,C0005488
ce1200209,C0005489
ce1200210,C0005490
ce1200211,C0005491
ce1200212,C0005492
ce1200213,C0005493
ce1200215,C0005494
ce1200216,C0005495
ce1200217,C0005496
ce1200218,C0005497
ce1200219,C0005498
ce1200220,C0005499
ce1200221,C0005500
ce1200222,C0005501
ce1200223,C0005502
ce1200224,C0005503
ce1200225,C0005504
ce1200227,C0005505
ce1200228,C0005506
ce1200229,C0005507
ce1200230,C0005508
ce1200231,C0005509
ce1200232,C0005510
ce1200233,C0005511
ce1200235,C0005512
ce1200236,C0005513
ce1200237,C0005514
ce1200238,C0005515
ce1200239,C0005516
ce1200240,C0005517
ce1200241,C0005518
ce1200242,C0005519
ce1200243,C0005520
ce1200244,C0005521
ce1200245,C0005522
ce1200246,C0005523
ce1200247,C0005524
ce1200248,C0005525
ce1200249,C0005526
ce1200251,C0005527
ce1200252,C0005528
ce1200253,C0005529
ce1200254,C0005530
ce1200255,C0005531
ce1200256,C0005532
ce1200257,C0005533
ce1200258,C0005534
ce1200259,C0005535
ce1200260,C0005536
ce1200261,C0005537
ce1200262,C0005538
ce1200263,C0005539
ce1200264,C0005540
ce1200265,C0005541
ce1200266,C0005542
ce1200267,C0005543
ce1200268,C0005544
ce1200269,C0005545
ce1200270,C0005546
ce1200271,C0005547
ce1200272,C0005548
ce1200273,C0005549
ce1200274,C0005550
ce1200275,C0005551
ce1200276,C0005552
ce1200277,C0005553
ce1200278,C0005554
ce1200279,C0005555
ce1200280,C0005556
ce1200281,C0005557
ce1200282,C0005558
ce1200283,C0005559
ce1200284,C0005560
ce1200285,C0005561
ce1200286,C0005562
ce1200287,C0005563
ce1200288,C0005564
ce1200289,C0005565
ce1200291,C0005566
ce1200292,C0005567
ce1200293,C0005568
ce1200294,C0005569
ce1200295,C0005570
ce1200296,C0005571
ce1200297,C0005572
ce1200298,C0005573
ce1200299,C0005574
ce1200300,C0005575
ce1200301,C0005576
ce1200302,C0005577
ce1200303,C0005578
ce1200304,C0005579
ce1200305,C0005580
ce1200306,C0005581
ce1200308,C0005582
ce1200309,C0005583
ce1200311,C0005584
ce1200312,C0005585
ce1200314,C0005586
ce1200315,C0005587
ce1200316,C0005588
ce1200572,C0005589
ce1201188,C0005590
ce1201189,C0005591
ce1210034,C0005592
ce1210037,C0005593
ce1210038,C0005594
ce1210039,C0005595
ce1210040,C0005596
ce1210042,C0005597
ce1210043,C0005598
ce1210044,C0005599
ce1210045,C0005600
ce1210046,C0005601
ce1210047,C0005602
ce1210048,C0005603
ce1210049,C0005604
ce1210050,C0005605
ce1210051,C0005606
ce1210052,C0005607
ce1210053,C0005608
ce1210054,C0005609
ce1210055,C0005610
ce1210056,C0005611
ce1210057,C0005612
ce1210058,C0005613
ce1210059,C0005614
ce1210060,C0005615
ce1210061,C0005616
ce1210062,C0005617
ce1210063,C0005618
ce1210064,C0005619
ce1210065,C0005620
ce1210066,C0005621
ce1210067,C0005622
ce1210146,C0005623
ce1210470,C0005624
ce1210472,C0005625
ce1210473,C0005626
ce1210474,C0005627
ce1210475,C0005628
ce1210476,C0005629
ce1210477,C0005630
ce1210478,C0005631
ce1210479,C0005632
ce1210480,C0005633
ce1210481,C0005634
ce1210483,C0005635
ce1210484,C0005636
ce1210485,C0005637
ce1210486,C0005638
ce1210487,C0005639
ce1210488,C0005640
ce1210489,C0005641
ce1210490,C0005642
ce1210491,C0005643
ce1210492,C0005644
ce1210493,C0005645
ce1210494,C0005646
ce1210495,C0005647
ce1210496,C0005648
ce1210497,C0005649
ce1210498,C0005650
ce1210499,C0005651
ce1210500,C0005652
ce1210501,C0005653
ce1210502,C0005654
ce1210503,C0005655
ce1210504,C0005656
ce1210505,C0005657
ce1210506,C0005658
ce1210507,C0005659
ce1210508,C0005660
ce1210509,C0005661
ce1210510,C0005662
ce1210511,C0005663
ce1210512,C0005664
ce1210513,C0005665
ce1210514,C0005666
ce1210515,C0005667
ce1210516,C0005668
ce1210517,C0005669
ce1210518,C0005670
ce1210519,C0005671
ce1210520,C0005672
ce1210521,C0005673
ce1210522,C0005674
ce1210523,C0005675
ce1210524,C0005676
ce1210525,C0005677
ce1210526,C0005678
ce1210527,C0005679
ce1210528,C0005680
ce1210529,C0005681
ce1210530,C0005682
ce1210531,C0005683
ce1210532,C0005684
ce1210533,C0005685
ce1210534,C0005686
ce1210535,C0005687
ce1210536,C0005688
ce1210537,C0005689
ce1210538,C0005690
ce1210539,C0005691
ce1210540,C0005692
ce1210541,C0005693
ce1210542,C0005694
ce1210543,C0005695
ce1210544,C0005696
ce1210545,C0005697
ce1211201,C0005698
ce1211212,C0005699
ch1190057,C0005700
ch1190069,C0005701
ch1190070,C0005702
ch1190071,C0005703
ch1190072,C0005704
ch1190073,C0005705
ch1190074,C0005706
ch1190076,C0005707
ch1190077,C0005708
ch1190078,C0005709
ch1190080,C0005710
ch1190081,C0005711
ch1190083,C0005712
ch1190084,C0005713
ch1190085,C0005714
ch1190086,C0005715
ch1190087,C0005716
ch1190088,C0005717
ch1190089,C0005718
ch1190090,C0005719
ch1190091,C0005720
ch1190092,C0005721
ch1190093,C0005722
ch1190094,C0005723
ch1190095,C0005724
ch1190097,C0005725
ch1190098,C0005726
ch1190099,C0005727
ch1190100,C0005728
ch1190101,C0005729
ch1190103,C0005730
ch1190106,C0005731
ch1190109,C0005732
ch1190110,C0005733
ch1190111,C0005734
ch1190112,C0005735
ch1190113,C0005736
ch1190114,C0005737
ch1190115,C0005738
ch1190116,C0005739
ch1190117,C0005740
ch1190118,C0005741
ch1190119,C0005742
ch1190122,C0005743
ch1190124,C0005744
ch1190125,C0005745
ch1190126,C0005746
ch1190127,C0005747
ch1190130,C0005748
ch1190132,C0005749
ch1190133,C0005750
ch1190134,C0005751
ch1190135,C0005752
ch1190136,C0005753
ch1190137,C0005754
ch1190138,C0005755
ch1190139,C0005756
ch1190140,C0005757
ch1190141,C0005758
ch1190142,C0005759
ch1190144,C0005760
ch1190145,C0005761
ch1190146,C0005762
ch1190147,C0005763
ch1190148,C0005764
ch1190289,C0005765
ch1190804,C0005766
ch1190857,C0005767
ch1190884,C0005768
ch1190920,C0005769
ch1190923,C0005770
ch1190926,C0005771
ch1190958,C0005772
ch1190960,C0005773
ch1191062,C0005774
ch1199158,C0005775
ch1200068,C0005776
ch1200069,C0005777
ch1200070,C0005778
ch1200071,C0005779
ch1200072,C0005780
ch1200073,C0005781
ch1200074,C0005782
ch1200075,C0005783
ch1200076,C0005784
ch1200077,C0005785
ch1200078,C0005786
ch1200079,C0005787
ch1200080,C0005788
ch1200081,C0005789
ch1200082,C0005790
ch1200084,C0005791
ch1200085,C0005792
ch1200086,C0005793
ch1200087,C0005794
ch1200088,C0005795
ch1200089,C0005796
ch1200090,C0005797
ch1200091,C0005798
ch1200092,C0005799
ch1200093,C0005800
ch1200095,C0005801
ch1200096,C0005802
ch1200097,C0005803
ch1200098,C0005804
ch1200099,C0005805
ch1200100,C0005806
ch1200101,C0005807
ch1200102,C0005808
ch1200103,C0005809
ch1200104,C0005810
ch1200105,C0005811
ch1200106,C0005812
ch1200107,C0005813
ch1200108,C0005814
ch1200109,C0005815
ch1200110,C0005816
ch1200111,C0005817
ch1200112,C0005818
ch1200113,C0005819
ch1200114,C0005820
ch1200115,C0005821
ch1200116,C0005822
ch1200117,C0005823
ch1200118,C0005824
ch1200119,C0005825
ch1200120,C0005826
ch1200121,C0005827
ch1200124,C0005828
ch1200125,C0005829
ch1200126,C0005830
ch1200130,C0005831
ch1200131,C0005832
ch1200132,C0005833
ch1200133,C0005834
ch1200134,C0005835
ch1200135,C0005836
ch1200136,C0005837
ch1200137,C0005838
ch1200138,C0005839
ch1200139,C0005840
ch1200140,C0005841
ch1200141,C0005842
ch1200142,C0005843
ch1200145,C0005844
ch1200146,C0005845
ch1200147,C0005846
ch1200148,C0005847
ch1200149,C0005848
ch1200185,C0005849
ch1210015,C0005850
ch1210016,C0005851
ch1210018,C0005852
ch1210019,C0005853
ch1210020,C0005854
ch1210021,C0005855
ch1210022,C0005856
ch1210023,C0005857
bb1211206,C0005858
bb1211210,C0005859
bb1211214,C0005860
ce1190204,C0005861
ce1190206,C0005862
ce1190207,C0005863
ce1190208,C0005864
ce1190209,C0005865
ce1190210,C0005866
ce1190212,C0005867
ce1190214,C0005868
ce1190215,C0005869
ch1210380,C0005870
ch1210381,C0005871
ch1210382,C0005872
ch1210384,C0005873
ch1210385,C0005874
ch1210386,C0005875
ch1210387,C0005876
ch1210388,C0005877
ch1210390,C0005878
ch1210391,C0005879
ch1210393,C0005880
ch1210394,C0005881
ch1210395,C0005882
ch1210396,C0005883
ch1210397,C0005884
ch1210398,C0005885
ch1210399,C0005886
ch1210400,C0005887
ch1210401,C0005888
ch1210402,C0005889
ch1210403,C0005890
ch1210404,C0005891
ch1210405,C0005892
ch1210406,C0005893
ch1210407,C0005894
ch1210408,C0005895
ch1210409,C0005896
ch1210410,C0005897
ch1210411,C0005898
ch1210412,C0005899
ch1210413,C0005900
ch1210414,C0005901
ch1210415,C0005902
ch1210416,C0005903
ch1210417,C0005904
ch1210418,C0005905
ch1210419,C0005906
ch1210420,C0005907
ch1210421,C0005908
ch1210422,C0005909
ch1210423,C0005910
ch1210424,C0005911
ch1210425,C0005912
ch1210426,C0005913
ch1210427,C0005914
ch1210428,C0005915
ch1210429,C0005916
ch1210430,C0005917
ch1210431,C0005918
ch1210432,C0005919
ch1210439,C0005920
ch1211045,C0005921
ch7190149,C0005922
ch7190150,C0005923
ch7190151,C0005924
ch7190152,C0005925
ch7190153,C0005926
ch7190154,C0005927
ch7190155,C0005928
ch7190156,C0005929
ch7190157,C0005930
ch7190158,C0005931
ch7190160,C0005932
ch7190161,C0005933
ch7190162,C0005934
ch7190164,C0005935
ch7190165,C0005936
ch7190166,C0005937
ch7190167,C0005938
ch7190168,C0005939
ch7190169,C0005940
ch7190170,C0005941
ch7190171,C0005942
ch7190172,C0005943
ch7190173,C0005944
ch7190174,C0005945
ch7190175,C0005946
ch7190177,C0005947
ch7190178,C0005948
ch7190179,C0005949
ch7190180,C0005950
ch7190182,C0005951
ch7190183,C0005952
ch7190184,C0005953
ch7190185,C0005954
ch7190186,C0005955
ch7190187,C0005956
ch7190188,C0005957
ch7190189,C0005958
ch7190190,C0005959
ch7190191,C0005960
ch7190192,C0005961
ch7190193,C0005962
ch7190194,C0005963
ch7190196,C0005964
ch7190197,C0005965
ch7190198,C0005966
ch7190199,C0005967
ch7190200,C0005968
ch7190201,C0005969
ch7190202,C0005970
ch7190203,C0005971
ch7191064,C0005972
ch7191066,C0005973
ch7191069,C0005974
ch7200150,C0005975
ch7200151,C0005976
ch7200152,C0005977
ch7200153,C0005978
ch7200154,C0005979
ch7200155,C0005980
ch7200156,C0005981
ch7200157,C0005982
ch7200158,C0005983
ch7200160,C0005984
ch7200161,C0005985
ch7200162,C0005986
ch7200164,C0005987
ch7200165,C0005988
ch7200166,C0005989
ch7200167,C0005990
ch7200168,C0005991
ch7200169,C0005992
ch7200170,C0005993
ch7200171,C0005994
ch7200172,C0005995
ch7200173,C0005996
ch7200174,C0005997
ch7200175,C0005998
ch7200176,C0005999
ch7200177,C0006000
ch7200178,C0006001
ch7200179,C0006002
ch7200180,C0006003
ch7200181,C0006004
ch7200182,C0006005
ch7200183,C0006006
ch7200184,C0006007
ch7200186,C0006008
ch7200187,C0006009
ch7200188,C0006010
ch7200189,C0006011
ch7200190,C0006012
ch7200191,C0006013
ch7200192,C0006014
ch7200193,C0006015
ch7200194,C0006016
ch7200195,C0006017
ch7200196,C0006018
ch7200197,C0006019
ch7200198,C0006020
ch7200199,C0006021
ch7200200,C0006022
ch7200201,C0006023
ch7200202,C0006024
ch7200203,C0006025
ch7200204,C0006026
ch7200205,C0006027
ch7210026,C0006028
ch7210027,C0006029
ch7210028,C0006030
ch7210029,C0006031
ch7210030,C0006032
ch7210031,C0006033
ch7210032,C0006034
ch7210033,C0006035
ch7210433,C0006036
ch7210435,C0006037
ch7210436,C0006038
ch7210437,C0006039
ch7210438,C0006040
ch7210440,C0006041
ch7210441,C0006042
ch7210442,C0006043
ch7210443,C0006044
ch7210444,C0006045
ch7210445,C0006046
ch7210446,C0006047
ch7210447,C0006048
ch7210448,C0006049
ch7210449,C0006050
ch7210450,C0006051
ch7210451,C0006052
ch7210452,C0006053
ch7210453,C0006054
ch7210454,C0006055
ch7210455,C0006056
ch7210456,C0006057
ch7210457,C0006058
ch7210458,C0006059
ch7210459,C0006060
ch7210460,C0006061
ch7210461,C0006062
ch7210462,C0006063
ch7210463,C0006064
ch7210464,C0006065
ch7210465,C0006066
ch7210466,C0006067
ch7210467,C0006068
ch7210468,C0006069
ch7210469,C0006070
ch7211222,C0006071
cs1190272,C0006072
cs1190321,C0006073
cs1190322,C0006074
cs1190323,C0006075
cs1190324,C0006076
cs1190325,C0006077
cs1190326,C0006078
cs1190327,C0006079
cs1190328,C0006080
cs1190329,C0006081
cs1190330,C0006082
cs1190331,C0006083
cs1190332,C0006084
cs1190333,C0006085
cs1190334,C0006086
cs1190335,C0006087
cs1190336,C0006088
cs1190337,C0006089
cs1190338,C0006090
cs1190339,C0006091
cs1190340,C0006092
cs1190341,C0006093
cs1190342,C0006094
cs1190343,C0006095
cs1190344,C0006096
cs1190345,C0006097
cs1190346,C0006098
cs1190347,C0006099
cs1190348,C0006100
cs1190349,C0006101
cs1190350,C0006102
cs1190351,C0006103
cs1190352,C0006104
cs1190353,C0006105
cs1190354,C0006106
cs1190355,C0006107
cs1190356,C0006108
cs1190357,C0006109
cs1190358,C0006110
cs1190359,C0006111
cs1190360,C0006112
cs1190361,C0006113
cs1190362,C0006114
cs1190363,C0006115
cs1190364,C0006116
cs1190365,C0006117
cs1190366,C0006118
cs1190367,C0006119
cs1190368,C0006120
cs1190369,C0006121
cs1190370,C0006122
cs1190371,C0006123
cs1190372,C0006124
cs1190373,C0006125
cs1190374,C0006126
cs1190375,C0006127
cs1190376,C0006128
cs1190377,C0006129
cs1190378,C0006130
cs1190379,C0006131
cs1190380,C0006132
cs1190381,C0006133
cs1190382,C0006134
cs1190383,C0006135
cs1190384,C0006136
cs1190385,C0006137
cs1190386,C0006138
cs1190387,C0006139
cs1190388,C0006140
cs1190389,C0006141
cs1190390,C0006142
cs1190392,C0006143
cs1190393,C0006144
cs1190394,C0006145
cs1190395,C0006146
cs1190396,C0006147
cs1190397,C0006148
cs1190398,C0006149
cs1190399,C0006150
cs1190400,C0006151
cs1190401,C0006152
cs1190402,C0006153
cs1190403,C0006154
cs1190404,C0006155
cs1190405,C0006156
cs1190406,C0006157
cs1190407,C0006158
cs1190408,C0006159
cs1190409,C0006160
cs1190410,C0006161
cs1190411,C0006162
cs1190412,C0006163
cs1190413,C0006164
cs1190424,C0006165
cs1190431,C0006166
cs1190432,C0006167
cs1190444,C0006168
cs1190452,C0006169
cs1190458,C0006170
cs1190465,C0006171
cs1190490,C0006172
cs1190496,C0006173
cs1190671,C0006174
cs1190673,C0006175
cs1190699,C0006176
cs1190722,C0006177
cs1191016,C0006178
cs1199001,C0006179
cs1199005,C0006180
cs1200317,C0006181
cs1200318,C0006182
cs1200319,C0006183
cs1200320,C0006184
cs1200321,C0006185
cs1200322,C0006186
cs1200323,C0006187
cs1200324,C0006188
cs1200325,C0006189
cs1200326,C0006190
cs1200327,C0006191
cs1200328,C0006192
cs1200329,C0006193
cs1200330,C0006194
cs1200331,C0006195
cs1200332,C0006196
cs1200333,C0006197
